prevailing_wage,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,has_job_experience_Y,requires_job_training_Y,no_of_employees_Medium_Sized(2500-7500employees),no_of_employees_Large_Sized(>75000employees),yr_of_estab_Newer_Estab(>1990),region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Not_Hourly,full_time_position_Y
60191.36,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
98419.73,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
35672.91,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
82835.52,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
68335.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
69027.56,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
120459.53,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
90964.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
200108.73,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
49615.88,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
119529.62,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
84556.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
153480.46,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
63235.89,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
149091.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
41126.98,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
92639.65,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
119077.39,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
94497.65,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
41077.36,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1
50305.68,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
78850.48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
40246.23,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
71341.05,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
43939.01,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1
31786.2896,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
12390.69,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
53138.63,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1
78192.76,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
91915.96,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
15691.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
109831.16,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
54611.68,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
61892.39,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
103421.73,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
94854.46,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1
61869.68,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
66405.19,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
21927.16,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
166149.89,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
70948.57,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
83766.6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
31334.06,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
236316.36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
29254.71,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
85621.41,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
35642.79,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
156855.87,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
97741.84,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1
51490.0984,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
102368.95,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
34666.36,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1
94135.92,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
8173.03,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
24006.38,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
151850.91,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
85640.7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
4628.57,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
72187.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
118475.37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
79217.68,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
6925.92,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
82622.73,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
38362.9376,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
49406.23,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
34520.49,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
59263.34,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
5757.81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
54803.17,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1
39592.34,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
28935.69,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
73895.96,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
74554.47,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
9194.56,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
47064.45,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
46565.77,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
85477.04,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
83812.19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
49633.38,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
48937.95,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
26713.1904,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
111312.4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
124895.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
116040.7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
87049.16,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
143328.88,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
4011.29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
103753.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
29943.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
88732.97,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
119739.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
70300.43,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
74163.97,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
117123.56,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
24925.81,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
195883.8,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
59120.18,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
34147.44,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
109820.53,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1
32853.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
81268.06,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
138569.81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
51215.28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
225268.13,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
120134.04,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
128981.51,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
90678.17,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1
46049.98,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
113428.22,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
75884.2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
114728.76,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
71501.69,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
52290.62,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
118784.32,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
59641.59,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
22443.486,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
43225.62,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
15760.134,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
27708.49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
156749.08,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
7012.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69478.33,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
99296.34,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
9836.88,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
68247.39,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
135.17,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
96447.64,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
145688.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5227.9968,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
7358.5199999999995,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
31531.19,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
129695.24,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
31241.48,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
184117.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
9439.06,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1
78812.46,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
47172.31,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
137878.09,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
45234.32,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
72030.98,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
26279.6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
10280.04,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
34893.31,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
2880.94,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
19406.634,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
66208.54,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
76117.56,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1
11816.98,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
228941.33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
37756.8,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
39060.85,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
110547.99,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
137014.97,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
106794.7,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
82560.7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
72354.83,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1
86421.64,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
78661.63,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
66929.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
34952.44,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
68577.13,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
103723.93,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
43483.429599999996,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
16308.15,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
33368.09,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1
110033.67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
113935.99,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
133255.64,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
117782.91,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
55815.8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
133910.14,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
80199.21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
103417.74,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
121880.69,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
68923.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
22962.040399999998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
67505.61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
38961.53,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1
17513.86,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
86597.66,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
49732.36,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
120378.21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
154669.59,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
19167.17,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
61529.6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
20538.5076,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
148573.02,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
32322.23,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
54612.57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
64645.62,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
96026.03,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0
47109.74,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
76915.71,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1
118998.91,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
213882.72,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
104585.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
106865.63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
37832.12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
306021.96,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
96928.66,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
108323.22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
37760.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
104428.58,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1
24963.6,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1
106394.65,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
14861.98,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1
46109.36,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
94134.87,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
134653.68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
32369.56,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
160635.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
26462.191600000002,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
119980.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
5864.77,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
55920.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
3603.57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
57786.78,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
45678.47,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
42002.69,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
43244.46,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
103632.59,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1
228074.25,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
123092.29,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
83319.98,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
127096.87,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
94809.38,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
86339.54,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
102780.96,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
104702.88,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
62275.35,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
63874.42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
57482.45,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
62367.86,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
106686.74,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
70578.45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
62979.88,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1
60349.24,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
61346.55,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
77011.13,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
36033.4572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72098.82,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1
71466.63,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
42764.68,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
56221.16,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
38585.11,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
21838.63,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
155397.18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
107025.21,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
5689.689200000001,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
67540.05,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
14888.27,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
23869.03,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
26652.42,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
4822.1836,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
37741.58,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
64060.63,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
93627.77,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
121695.89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
22076.95,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
42842.74,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
6071.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
98214.71,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
117431.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
115837.28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
27465.619999999995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
270799.93,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
3414.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5262.17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
121415.9,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
61505.71,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
120936.6,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
115415.1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
179131.84,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
102511.19,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1
221982.69,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1
25815.8576,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
141501.86,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
129321.81,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
68336.65,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
121129.45,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
126716.84,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
44986.24,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
36703.75,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1
65729.99,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
54118.19,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
89004.98,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
140276.67,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1
90954.49,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
117619.18,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
64955.57,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1
129013.48,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
114165.05,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
107861.36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
81096.92,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
108055.29,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
148074.56,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
129615.66,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13043.8776,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
82503.81,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
105169.55,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
55398.75,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
70710.61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
44209.98,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
79462.83,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
74251.85,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1
109817.14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
60248.72,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
48433.95,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
150521.49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
44414.48,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1
34377.42,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
94065.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
77437.84,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1
64965.61,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
6744.42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
131032.71,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
70715.01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
33854.39,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1
99747.46,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
